Siruta,Localitate,Barbati_25-34,Barbati_35-44,Barbati_45-64,Barbati_65_,Femei_18-24,Femei_35-44,Femei_45-64,Femei_65_,
22111,Damienesti,0.291,0.291,0.97,0.97,3.88,0.194,0.291,0.97,
22166,Oras Darmanesti,2.21655,2.21655,7.3885,7.3885,29.554,1.4777,2.21655,7.3885,
22237,Dealu Morii,0.4248,0.4248,1.416,1.416,5.664,0.2832,0.4248,1.416,
22380,Dofteana,1.6959,1.6959,5.653,5.653,22.612,1.1306,1.6959,5.653,
22460,Faraoani,0.83415,0.83415,2.7805,2.7805,11.122,0.5561,0.83415,2.7805,
22488,Filipeni,0.3417,0.3417,1.139,1.139,4.556,0.2278,0.3417,1.139,
22576,Filipesti,0.70215,0.70215,2.3405,2.3405,9.362,0.4681,0.70215,2.3405,
22665,Gaiceana,0.4341,0.4341,1.447,1.447,5.788,0.2894,0.4341,1.447,
22718,Ghimes-Faget,0.7365,0.7365,2.455,2.455,9.82,0.491,0.7365,2.455,
22781,Garleni,1.0647,1.0647,3.549,3.549,14.196,0.7098,1.0647,3.549,
22834,Glavanesti,0.50715,0.50715,1.6905,1.6905,6.762,0.3381,0.50715,1.6905,
22898,Helegiu,1.01505,1.01505,3.3835,3.3835,13.534,0.6767,1.01505,3.3835,
22941,Horgesti,0.8379,0.8379,2.793,2.793,11.172,0.5586,0.8379,2.793,
23047,Huruiesti,0.3654,0.3654,1.218,1.218,4.872,0.2436,0.3654,1.218,
23127,Izvoru Berheciului,0.2532,0.2532,0.844,0.844,3.376,0.1688,0.2532,0.844,
23207,Lipova,0.47715,0.47715,1.5905,1.5905,6.362,0.3181,0.47715,1.5905,
23289,Livezi,0.83925,0.83925,2.7975,2.7975,11.19,0.5595,0.83925,2.7975,
23350,Luizi-Calugara,0.80415,0.80415,2.6805,2.6805,10.722,0.5361,0.80415,2.6805,
23387,Magiresti,0.65445,0.65445,2.1815,2.1815,8.726,0.4363,0.65445,2.1815,
23449,Manastirea Casin,0.8283,0.8283,2.761,2.761,11.044,0.5522,0.8283,2.761,
23494,Motoseni,0.5193,0.5193,1.731,1.731,6.924,0.3462,0.5193,1.731,
23644,Negri,0.438,0.438,1.46,1.46,5.84,0.292,0.438,1.46,
23715,Nicolae Balcescu,1.51215,1.51215,5.0405,5.0405,20.162,1.0081,1.51215,5.0405,
23797,Oituz,1.42635,1.42635,4.7545,4.7545,19.018,0.9509,1.42635,4.7545,
23868,Oncesti,0.25065,0.25065,0.8355,0.8355,3.342,0.1671,0.25065,0.8355,
23948,Orbeni,0.5943,0.5943,1.981,1.981,7.924,0.3962,0.5943,1.981,
23975,Palanca,0.5205,0.5205,1.735,1.735,6.94,0.347,0.5205,1.735,
24034,Parava,0.50985,0.50985,1.6995,1.6995,6.798,0.3399,0.50985,1.6995,
24089,Parincea,0.58665,0.58665,1.9555,1.9555,7.822,0.3911,0.58665,1.9555,
24187,Pancesti,0.6648,0.6648,2.216,2.216,8.864,0.4432,0.6648,2.216,
24276,Pargaresti,0.73095,0.73095,2.4365,2.4365,9.746,0.4873,0.73095,2.4365,
24338,Parjol,0.9819,0.9819,3.273,3.273,13.092,0.6546,0.9819,3.273,
24427,Plopana,0.51105,0.51105,1.7035,1.7035,6.814,0.3407,0.51105,1.7035,
24524,Podu Turcului,0.7692,0.7692,2.564,2.564,10.256,0.5128,0.7692,2.564,
24631,Poduri,1.22265,1.22265,4.0755,4.0755,16.302,0.8151,1.22265,4.0755,
24711,Racova,0.5367,0.5367,1.789,1.789,7.156,0.3578,0.5367,1.789,
24766,Racaciuni,1.25685,1.25685,4.1895,4.1895,16.758,0.8379,1.25685,4.1895,
24837,Rachitoasa,0.73635,0.73635,2.4545,2.4545,9.818,0.4909,0.73635,2.4545,
24999,Rosiori,0.3573,0.3573,1.191,1.191,4.764,0.2382,0.3573,1.191,
25068,Sascut,1.50705,1.50705,5.0235,5.0235,20.094,1.0047,1.50705,5.0235,
25148,Sanduleni,0.70125,0.70125,2.3375,2.3375,9.35,0.4675,0.70125,2.3375,
25228,Saucesti,0.8133,0.8133,2.711,2.711,10.844,0.5422,0.8133,2.711,
25291,Scorteni,0.46305,0.46305,1.5435,1.5435,6.174,0.3087,0.46305,1.5435,
25362,Secuieni,0.3462,0.3462,1.154,1.154,4.616,0.2308,0.3462,1.154,
25488,Solont,0.552,0.552,1.84,1.84,7.36,0.368,0.552,1.84,
25521,Stanisesti,0.71175,0.71175,2.3725,2.3725,9.49,0.4745,0.71175,2.3725,
25629,Strugari,0.38595,0.38595,1.2865,1.2865,5.146,0.2573,0.38595,1.2865,
25692,Tamasi,0.46515,0.46515,1.5505,1.5505,6.202,0.3101,0.46515,1.5505,
25745,Tatarasti,0.37275,0.37275,1.2425,1.2425,4.97,0.2485,0.37275,1.2425,
25825,Targu Trotus,0.85725,0.85725,2.8575,2.8575,11.43,0.5715,0.85725,2.8575,
25861,Traian,0.4755,0.4755,1.585,1.585,6.34,0.317,0.4755,1.585,
25932,Ungureni,0.5877,0.5877,1.959,1.959,7.836,0.3918,0.5877,1.959,
26029,Urechesti,0.5649,0.5649,1.883,1.883,7.532,0.3766,0.5649,1.883,
26083,Valea Seaca,0.65085,0.65085,2.1695,2.1695,8.678,0.4339,0.65085,2.1695,
26118,Vultureni,0.31515,0.31515,1.0505,1.0505,4.202,0.2101,0.31515,1.0505,
26289,Zemes,0.73905,0.73905,2.4635,2.4635,9.854,0.4927,0.73905,2.4635,
26320,Sarata,0.33375,0.33375,1.1125,1.1125,4.45,0.2225,0.33375,1.1125,
26338,Buciumi,0.4863,0.4863,1.621,1.621,6.484,0.3242,0.4863,1.621,
26346,Gioseni,0.63045,0.63045,2.1015,2.1015,8.406,0.4203,0.63045,2.1015,
26353,Odobesti,0.36885,0.36885,1.2295,1.2295,4.918,0.2459,0.36885,1.2295,
26361,Prajesti,0.35025,0.35025,1.1675,1.1675,4.67,0.2335,0.35025,1.1675,
26379,Itesti,0.22485,0.22485,0.7495,0.7495,2.998,0.1499,0.22485,0.7495,
26564,Municipiul Oradea,33.4275,33.4275,111.425,111.425,445.7,22.285,33.4275,111.425,
26582,Sanmartin,1.6221,1.6221,5.407,5.407,21.628,1.0814,1.6221,5.407,
26653,Santandrei,0.8589,0.8589,2.863,2.863,11.452,0.5726,0.8589,2.863,
26699,Oras Alesd,1.69395,1.69395,5.6465,5.6465,22.586,1.1293,1.69395,5.6465,
26742,Astileu,0.55815,0.55815,1.8605,1.8605,7.442,0.3721,0.55815,1.8605,
26804,Municipiul Beius,1.72155,1.72155,5.7385,5.7385,22.954,1.1477,1.72155,5.7385,
26840,Oras Stei,1.1151,1.1151,3.717,3.717,14.868,0.7434,1.1151,3.717,
26877,Municipiul Marghita,2.7378,2.7378,9.126,9.126,36.504,1.8252,2.7378,9.126,
26920,Oras Nucet,0.31965,0.31965,1.0655,1.0655,4.262,0.2131,0.31965,1.0655,
26975,Municipiul Salonta,2.91015,2.91015,9.7005,9.7005,38.802,1.9401,2.91015,9.7005,
27007,Oras Vascau,0.36435,0.36435,1.2145,1.2145,4.858,0.2429,0.36435,1.2145,
27070,Abram,0.4665,0.4665,1.555,1.555,6.22,0.311,0.4665,1.555,
27169,Abramut,0.4704,0.4704,1.568,1.568,6.272,0.3136,0.4704,1.568,
27212,Auseu,0.4473,0.4473,1.491,1.491,5.964,0.2982,0.4473,1.491,
27285,Avram Iancu,0.51975,0.51975,1.7325,1.7325,6.93,0.3465,0.51975,1.7325,
27329,Balc,0.50115,0.50115,1.6705,1.6705,6.682,0.3341,0.50115,1.6705,
27383,Batar,0.8466,0.8466,2.822,2.822,11.288,0.5644,0.8466,2.822,
27436,Biharia,0.66585,0.66585,2.2195,2.2195,8.878,0.4439,0.66585,2.2195,
27506,Boianu Mare,0.1998,0.1998,0.666,0.666,2.664,0.1332,0.1998,0.666,
27560,Borod,0.60045,0.60045,2.0015,2.0015,8.006,0.4003,0.60045,2.0015,
27631,Bors,0.62505,0.62505,2.0835,2.0835,8.334,0.4167,0.62505,2.0835,
27686,Bratca,0.747,0.747,2.49,2.49,9.96,0.498,0.747,2.49,
27757,Brusturi,0.5499,0.5499,1.833,1.833,7.332,0.3666,0.5499,1.833,
27846,Budureasa,0.4053,0.4053,1.351,1.351,5.404,0.2702,0.4053,1.351,
27908,Buduslau,0.3105,0.3105,1.035,1.035,4.14,0.207,0.3105,1.035,
27935,Bulz,0.32085,0.32085,1.0695,1.0695,4.278,0.2139,0.32085,1.0695,
27971,Buntesti,0.66855,0.66855,2.2285,2.2285,8.914,0.4457,0.66855,2.2285,
28077,Cabesti,0.27795,0.27795,0.9265,0.9265,3.706,0.1853,0.27795,0.9265,
28139,Capalna,0.2223,0.2223,0.741,0.741,2.964,0.1482,0.2223,0.741,
28193,Carpinet,0.27525,0.27525,0.9175,0.9175,3.67,0.1835,0.27525,0.9175,
28246,Cefa,0.35475,0.35475,1.1825,1.1825,4.73,0.2365,0.35475,1.1825,
28335,Ceica,0.53175,0.53175,1.7725,1.7725,7.09,0.3545,0.53175,1.7725,
28415,Cetariu,0.3252,0.3252,1.084,1.084,4.336,0.2168,0.3252,1.084,
28497,Cherechiu,0.37335,0.37335,1.2445,1.2445,4.978,0.2489,0.37335,1.2445,
28530,Chislaz,0.47595,0.47595,1.5865,1.5865,6.346,0.3173,0.47595,1.5865,
28610,Ciuhoi,0.3414,0.3414,1.138,1.138,4.552,0.2276,0.3414,1.138,
28665,Ciumeghiu,0.68925,0.68925,2.2975,2.2975,9.19,0.4595,0.68925,2.2975,
28709,Campani,0.3615,0.3615,1.205,1.205,4.82,0.241,0.3615,1.205,
28763,Cociuba Mare,0.43935,0.43935,1.4645,1.4645,5.858,0.2929,0.43935,1.4645,
28816,Copacel,0.3243,0.3243,1.081,1.081,4.324,0.2162,0.3243,1.081,
28889,Cristioru De Jos,0.20085,0.20085,0.6695,0.6695,2.678,0.1339,0.20085,0.6695,
28941,Curatele,0.3678,0.3678,1.226,1.226,4.904,0.2452,0.3678,1.226,
29001,Curtuiseni,0.60045,0.60045,2.0015,2.0015,8.006,0.4003,0.60045,2.0015,
29038,Derna,0.39885,0.39885,1.3295,1.3295,5.318,0.2659,0.39885,1.3295,
29092,Diosig,1.06005,1.06005,3.5335,3.5335,14.134,0.7067,1.06005,3.5335,
29154,Dobresti,0.8184,0.8184,2.728,2.728,10.912,0.5456,0.8184,2.728,
29243,Draganesti,0.4401,0.4401,1.467,1.467,5.868,0.2934,0.4401,1.467,
29341,Dragesti,0.39105,0.39105,1.3035,1.3035,5.214,0.2607,0.39105,1.3035,
29403,Finis,0.54705,0.54705,1.8235,1.8235,7.294,0.3647,0.54705,1.8235,
29467,Girisu De Cris,0.57945,0.57945,1.9315,1.9315,7.726,0.3863,0.57945,1.9315,
29519,Hidiselu De Sus,0.46665,0.46665,1.5555,1.5555,6.222,0.3111,0.46665,1.5555,
29573,Holod,0.48105,0.48105,1.6035,1.6035,6.414,0.3207,0.48105,1.6035,
29662,Husasau De Tinca,0.34965,0.34965,1.1655,1.1655,4.662,0.2331,0.34965,1.1655,
29724,Ineu,0.7179,0.7179,2.393,2.393,9.572,0.4786,0.7179,2.393,
29760,Lazuri De Beius,0.237,0.237,0.79,0.79,3.16,0.158,0.237,0.79,
29813,Lazareni,0.48135,0.48135,1.6045,1.6045,6.418,0.3209,0.48135,1.6045,
29902,Lugasu De Jos,0.54795,0.54795,1.8265,1.8265,7.306,0.3653,0.54795,1.8265,
29948,Lunca,0.4116,0.4116,1.372,1.372,5.488,0.2744,0.4116,1.372,
30014,Madaras,0.42,0.42,1.4,1.4,5.6,0.28,0.42,1.4,
30069,Magesti,0.40845,0.40845,1.3615,1.3615,5.446,0.2723,0.40845,1.3615,
30149,Nojorid,0.80715,0.80715,2.6905,2.6905,10.762,0.5381,0.80715,2.6905,
30229,Olcea,0.41475,0.41475,1.3825,1.3825,5.53,0.2765,0.41475,1.3825,
30274,Osorhei,1.02165,1.02165,3.4055,3.4055,13.622,0.6811,1.02165,3.4055,
30336,Pietroasa,0.4776,0.4776,1.592,1.592,6.368,0.3184,0.4776,1.592,
30416,Pocola,0.21885,0.21885,0.7295,0.7295,2.918,0.1459,0.21885,0.7295,
30470,Pomezeu,0.42,0.42,1.4,1.4,5.6,0.28,0.42,1.4,
30568,Popesti,1.19865,1.19865,3.9955,3.9955,15.982,0.7991,1.19865,3.9955,
30648,Rabagani,0.3,0.3,1,1,4,0.2,0.3,1,
30719,Remetea,0.43185,0.43185,1.4395,1.4395,5.758,0.2879,0.43185,1.4395,
30773,Rieni,0.4575,0.4575,1.525,1.525,6.1,0.305,0.4575,1.525,
30844,Rosia,0.36915,0.36915,1.2305,1.2305,4.922,0.2461,0.36915,1.2305,
30871,Sacadat,0.27,0.27,0.9,0.9,3.6,0.18,0.27,0.9,
30915,Oras Sacueni,1.90275,1.90275,6.3425,6.3425,25.37,1.2685,1.90275,6.3425,
30988,Salacea,0.46665,0.46665,1.5555,1.5555,6.222,0.3111,0.46665,1.5555,
31011,Salard,0.6747,0.6747,2.249,2.249,8.996,0.4498,0.6747,2.249,
31057,Sambata,0.2049,0.2049,0.683,0.683,2.732,0.1366,0.2049,0.683,
31128,Sarbi,0.37425,0.37425,1.2475,1.2475,4.99,0.2495,0.37425,1.2475,
31208,Spinus,0.1749,0.1749,0.583,0.583,2.332,0.1166,0.1749,0.583,
31262,Suplacu De Barcau,0.68355,0.68355,2.2785,2.2785,9.114,0.4557,0.68355,2.2785,
31333,Simian,0.61215,0.61215,2.0405,2.0405,8.162,0.4081,0.61215,2.0405,
31379,Sinteu,0.16965,0.16965,0.5655,0.5655,2.262,0.1131,0.16965,0.5655,
31422,Soimi,0.37935,0.37935,1.2645,1.2645,5.058,0.2529,0.37935,1.2645,
31510,Suncuius,0.48375,0.48375,1.6125,1.6125,6.45,0.3225,0.48375,1.6125,
31565,Tarcea,0.4122,0.4122,1.374,1.374,5.496,0.2748,0.4122,1.374,
31609,Tarcaia,0.309,0.309,1.03,1.03,4.12,0.206,0.309,1.03,
31654,Tauteu,0.6831,0.6831,2.277,2.277,9.108,0.4554,0.6831,2.277,
31716,Tileagd,1.06065,1.06065,3.5355,3.5355,14.142,0.7071,1.06065,3.5355,
31789,Tinca,1.25355,1.25355,4.1785,4.1785,16.714,0.8357,1.25355,4.1785,
31841,Tulca,0.40965,0.40965,1.3655,1.3655,5.462,0.2731,0.40965,1.3655,
31878,Tetchea,0.48705,0.48705,1.6235,1.6235,6.494,0.3247,0.48705,1.6235,
31921,Uileacu De Beius,0.3084,0.3084,1.028,1.028,4.112,0.2056,0.3084,1.028,
31976,Vadu Crisului,0.6069,0.6069,2.023,2.023,8.092,0.4046,0.6069,2.023,
32027,Oras Valea Lui Mihai,1.65795,1.65795,5.5265,5.5265,22.106,1.1053,1.65795,5.5265,
32045,Viisoara,0.19935,0.19935,0.6645,0.6645,2.658,0.1329,0.19935,0.6645,
32090,Varciorog,0.3141,0.3141,1.047,1.047,4.188,0.2094,0.3141,1.047,
32153,Tamaseu,0.3096,0.3096,1.032,1.032,4.128,0.2064,0.3096,1.032,
32161,Paleu,0.4182,0.4182,1.394,1.394,5.576,0.2788,0.4182,1.394,
32179,Sannicolau Roman,0.3399,0.3399,1.133,1.133,4.532,0.2266,0.3399,1.133,
32187,Rosiori,0.45345,0.45345,1.5115,1.5115,6.046,0.3023,0.45345,1.5115,
32195,Gepiu,0.27795,0.27795,0.9265,0.9265,3.706,0.1853,0.27795,0.9265,
32201,Toboliu,0.3144,0.3144,1.048,1.048,4.192,0.2096,0.3144,1.048,
32394,Municipiul Bistrita,14.01225,14.01225,46.7075,46.7075,186.83,9.3415,14.01225,46.7075,
32483,Oras Beclean,1.85025,1.85025,6.1675,6.1675,24.67,1.2335,1.85025,6.1675,
32544,Oras Nasaud,1.77075,1.77075,5.9025,5.9025,23.61,1.1805,1.77075,5.9025,
32599,Oras Sangeorz-Bai,1.7523,1.7523,5.841,5.841,23.364,1.1682,1.7523,5.841,
32633,Bistrita Bargaului,0.66795,0.66795,2.2265,2.2265,8.906,0.4453,0.66795,2.2265,
32660,Branistea,0.474,0.474,1.58,1.58,6.32,0.316,0.474,1.58,
32704,Budacu De Jos,0.48855,0.48855,1.6285,1.6285,6.514,0.3257,0.48855,1.6285,
32768,Budesti,0.29415,0.29415,0.9805,0.9805,3.922,0.1961,0.29415,0.9805,
32811,Caianu Mic,0.6474,0.6474,2.158,2.158,8.632,0.4316,0.6474,2.158,
32884,Cetate,0.43425,0.43425,1.4475,1.4475,5.79,0.2895,0.43425,1.4475,
32955,Ciceu-Giurgesti,0.23565,0.23565,0.7855,0.7855,3.142,0.1571,0.23565,0.7855,
33015,Chiochis,0.441,0.441,1.47,1.47,5.88,0.294,0.441,1.47,
33122,Chiuza,0.33345,0.33345,1.1115,1.1115,4.446,0.2223,0.33345,1.1115,
33177,Cosbuc,0.3051,0.3051,1.017,1.017,4.068,0.2034,0.3051,1.017,
33202,Dumitra,0.81795,0.81795,2.7265,2.7265,10.906,0.5453,0.81795,2.7265,
33248,Feldru,1.1946,1.1946,3.982,3.982,15.928,0.7964,1.1946,3.982,
33275,Galatii Bistritei,0.3786,0.3786,1.262,1.262,5.048,0.2524,0.3786,1.262,
33337,Ilva Mare,0.378,0.378,1.26,1.26,5.04,0.252,0.378,1.26,
33364,Ilva Mica,0.52485,0.52485,1.7495,1.7495,6.998,0.3499,0.52485,1.7495,
33382,Josenii Bargaului,0.8052,0.8052,2.684,2.684,10.736,0.5368,0.8052,2.684,
33435,Lechinta,0.9381,0.9381,3.127,3.127,12.508,0.6254,0.9381,3.127,
33514,Lesu,0.44205,0.44205,1.4735,1.4735,5.894,0.2947,0.44205,1.4735,
33541,Livezile,0.76515,0.76515,2.5505,2.5505,10.202,0.5101,0.76515,2.5505,
33603,Lunca Ilvei,0.50055,0.50055,1.6685,1.6685,6.674,0.3337,0.50055,1.6685,
33621,Maieru,1.2165,1.2165,4.055,4.055,16.22,0.811,1.2165,4.055,
33658,Matei,0.39315,0.39315,1.3105,1.3105,5.242,0.2621,0.39315,1.3105,
33729,Magura Ilvei,0.32655,0.32655,1.0885,1.0885,4.354,0.2177,0.32655,1.0885,
33765,Mariselu,0.3861,0.3861,1.287,1.287,5.148,0.2574,0.3861,1.287,
33845,Micestii De Campie,0.1701,0.1701,0.567,0.567,2.268,0.1134,0.1701,0.567,
33881,Milas,0.1926,0.1926,0.642,0.642,2.568,0.1284,0.1926,0.642,
33952,Monor,0.21315,0.21315,0.7105,0.7105,2.842,0.1421,0.21315,0.7105,
33989,Nimigea,0.81315,0.81315,2.7105,2.7105,10.842,0.5421,0.81315,2.7105,
34075,Nuseni,0.42855,0.42855,1.4285,1.4285,5.714,0.2857,0.42855,1.4285,
34155,Parva,0.3891,0.3891,1.297,1.297,5.188,0.2594,0.3891,1.297,
34173,Petru Rares,0.57345,0.57345,1.9115,1.9115,7.646,0.3823,0.57345,1.9115,
34235,Prundu Bargaului,0.96825,0.96825,3.2275,3.2275,12.91,0.6455,0.96825,3.2275,
34262,Rebra,0.41535,0.41535,1.3845,1.3845,5.538,0.2769,0.41535,1.3845,
34280,Rebrisoara,0.7452,0.7452,2.484,2.484,9.936,0.4968,0.7452,2.484,
34333,Rodna,0.96735,0.96735,3.2245,3.2245,12.898,0.6449,0.96735,3.2245,
34360,Romuli,0.2697,0.2697,0.899,0.899,3.596,0.1798,0.2697,0.899,
34397,Salva,0.42465,0.42465,1.4155,1.4155,5.662,0.2831,0.42465,1.4155,
34422,Silivasu De Campie,0.15225,0.15225,0.5075,0.5075,2.03,0.1015,0.15225,0.5075,
34477,Sanmihaiu De Campie,0.213,0.213,0.71,0.71,2.84,0.142,0.213,0.71,
34547,Spermezeu,0.56625,0.56625,1.8875,1.8875,7.55,0.3775,0.56625,1.8875,
34618,Sant,0.52635,0.52635,1.7545,1.7545,7.018,0.3509,0.52635,1.7545,
34645,Sieu,0.4491,0.4491,1.497,1.497,5.988,0.2994,0.4491,1.497,
34690,Sieu-Magherus,0.68055,0.68055,2.2685,2.2685,9.074,0.4537,0.68055,2.2685,
34770,Sieu-Odorhei,0.35505,0.35505,1.1835,1.1835,4.734,0.2367,0.35505,1.1835,
34850,Sieut,0.39765,0.39765,1.3255,1.3255,5.302,0.2651,0.39765,1.3255,
34903,Sintereag,0.5511,0.5511,1.837,1.837,7.348,0.3674,0.5511,1.837,
34985,Teaca,0.88245,0.88245,2.9415,2.9415,11.766,0.5883,0.88245,2.9415,
35054,Telciu,0.918,0.918,3.06,3.06,12.24,0.612,0.918,3.06,
35090,Tiha Bargaului,0.9966,0.9966,3.322,3.322,13.288,0.6644,0.9966,3.322,
35152,Tarlisua,0.52125,0.52125,1.7375,1.7375,6.95,0.3475,0.52125,1.7375,
35269,Uriu,0.55725,0.55725,1.8575,1.8575,7.43,0.3715,0.55725,1.8575,
35312,Urmenis,0.2931,0.2931,0.977,0.977,3.908,0.1954,0.2931,0.977,
35429,Zagra,0.54135,0.54135,1.8045,1.8045,7.218,0.3609,0.54135,1.8045,
35731,Municipiul Botosani,18.36495,18.36495,61.2165,61.2165,244.866,12.2433,18.36495,61.2165,
35759,Curtesti,0.8076,0.8076,2.692,2.692,10.768,0.5384,0.8076,2.692,
35839,Rachiti,0.7302,0.7302,2.434,2.434,9.736,0.4868,0.7302,2.434,
35884,Stauceni,0.5457,0.5457,1.819,1.819,7.276,0.3638,0.5457,1.819,
35946,Oras Darabani,1.9188,1.9188,6.396,6.396,25.584,1.2792,1.9188,6.396,
36006,Municipiul Dorohoi,4.70115,4.70115,15.6705,15.6705,62.682,3.1341,4.70115,15.6705,
36060,Oras Saveni,1.21545,1.21545,4.0515,4.0515,16.206,0.8103,1.21545,4.0515,
36131,Albesti,1.0452,1.0452,3.484,3.484,13.936,0.6968,1.0452,3.484,
36202,Avrameni,0.58215,0.58215,1.9405,1.9405,7.762,0.3881,0.58215,1.9405,
36300,Baluseni,0.7605,0.7605,2.535,2.535,10.14,0.507,0.7605,2.535,
36373,Braesti,0.3174,0.3174,1.058,1.058,4.232,0.2116,0.3174,1.058,
36426,Broscauti,0.52455,0.52455,1.7485,1.7485,6.994,0.3497,0.52455,1.7485,
36453,Oras Bucecea,0.8127,0.8127,2.709,2.709,10.836,0.5418,0.8127,2.709,
36499,Calarasi,0.54315,0.54315,1.8105,1.8105,7.242,0.3621,0.54315,1.8105,
36532,Concesti,0.28365,0.28365,0.9455,0.9455,3.782,0.1891,0.28365,0.9455,
36569,Copalau,0.65745,0.65745,2.1915,2.1915,8.766,0.4383,0.65745,2.1915,
36649,Cordareni,0.27765,0.27765,0.9255,0.9255,3.702,0.1851,0.27765,0.9255,
36676,Corlateni,0.3291,0.3291,1.097,1.097,4.388,0.2194,0.3291,1.097,
36756,Corni,1.01415,1.01415,3.3805,3.3805,13.522,0.6761,1.01415,3.3805,
36809,Cotusca,0.7398,0.7398,2.466,2.466,9.864,0.4932,0.7398,2.466,
36907,Cristesti,0.7422,0.7422,2.474,2.474,9.896,0.4948,0.7422,2.474,
36952,Cristinesti,0.59205,0.59205,1.9735,1.9735,7.894,0.3947,0.59205,1.9735,
37011,Dersca,0.48465,0.48465,1.6155,1.6155,6.462,0.3231,0.48465,1.6155,
37057,Dangeni,0.45585,0.45585,1.5195,1.5195,6.078,0.3039,0.45585,1.5195,
37100,Dobarceni,0.39645,0.39645,1.3215,1.3215,5.286,0.2643,0.39645,1.3215,
37173,Draguseni,0.40365,0.40365,1.3455,1.3455,5.382,0.2691,0.40365,1.3455,
37217,Durnesti,0.60825,0.60825,2.0275,2.0275,8.11,0.4055,0.60825,2.0275,
37280,Oras Flamanzi,1.79145,1.79145,5.9715,5.9715,23.886,1.1943,1.79145,5.9715,
37324,Frumusica,0.9144,0.9144,3.048,3.048,12.192,0.6096,0.9144,3.048,
37397,George Enescu,0.4884,0.4884,1.628,1.628,6.512,0.3256,0.4884,1.628,
37459,Gorbanesti,0.5301,0.5301,1.767,1.767,7.068,0.3534,0.5301,1.767,
37547,Havarna,0.69885,0.69885,2.3295,2.3295,9.318,0.4659,0.69885,2.3295,
37618,Hanesti,0.32955,0.32955,1.0985,1.0985,4.394,0.2197,0.32955,1.0985,
37672,Hiliseu-Horia,0.5403,0.5403,1.801,1.801,7.204,0.3602,0.5403,1.801,
37734,Hlipiceni,0.5511,0.5511,1.837,1.837,7.348,0.3674,0.5511,1.837,
37770,Hudesti,0.9423,0.9423,3.141,3.141,12.564,0.6282,0.9423,3.141,
37823,Ibanesti,0.5964,0.5964,1.988,1.988,7.952,0.3976,0.5964,1.988,
37850,Leorda,0.3834,0.3834,1.278,1.278,5.112,0.2556,0.3834,1.278,
37912,Lunca,0.65625,0.65625,2.1875,2.1875,8.75,0.4375,0.65625,2.1875,
37958,Manoleasa,0.51105,0.51105,1.7035,1.7035,6.814,0.3407,0.51105,1.7035,
38063,Mihai Eminescu,1.18215,1.18215,3.9405,3.9405,15.762,0.7881,1.18215,3.9405,
38161,Mihaileni,0.399,0.399,1.33,1.33,5.32,0.266,0.399,1.33,
38241,Mihalaseni,0.34515,0.34515,1.1505,1.1505,4.602,0.2301,0.34515,1.1505,
38321,Mileanca,0.41715,0.41715,1.3905,1.3905,5.562,0.2781,0.41715,1.3905,
38376,Mitoc,0.28575,0.28575,0.9525,0.9525,3.81,0.1905,0.28575,0.9525,
38456,Nicseni,0.40275,0.40275,1.3425,1.3425,5.37,0.2685,0.40275,1.3425,
38492,Paltinis,0.4587,0.4587,1.529,1.529,6.116,0.3058,0.4587,1.529,
38544,Pomarla,0.40425,0.40425,1.3475,1.3475,5.39,0.2695,0.40425,1.3475,
38580,Prajeni,0.51585,0.51585,1.7195,1.7195,6.878,0.3439,0.51585,1.7195,
38633,Radauti-Prut,0.5481,0.5481,1.827,1.827,7.308,0.3654,0.5481,1.827,
38679,Rauseni,0.4125,0.4125,1.375,1.375,5.5,0.275,0.4125,1.375,
38731,Ripiceni,0.3111,0.3111,1.037,1.037,4.148,0.2074,0.3111,1.037,
38811,Roma,0.51315,0.51315,1.7105,1.7105,6.842,0.3421,0.51315,1.7105,
38848,Romanesti,0.3171,0.3171,1.057,1.057,4.228,0.2114,0.3171,1.057,
38893,Santa Mare,0.42285,0.42285,1.4095,1.4095,5.638,0.2819,0.42285,1.4095,
38982,Suharau,0.70935,0.70935,2.3645,2.3645,9.458,0.4729,0.70935,2.3645,
39051,Sulita,0.46995,0.46995,1.5665,1.5665,6.266,0.3133,0.46995,1.5665,
39122,Sendriceni,0.63165,0.63165,2.1055,2.1055,8.422,0.4211,0.63165,2.1055,
39168,Oras Stefanesti,0.88305,0.88305,2.9435,2.9435,11.774,0.5887,0.88305,2.9435,
39220,Stiubieni,0.4203,0.4203,1.401,1.401,5.604,0.2802,0.4203,1.401,
39266,Todireni,0.54525,0.54525,1.8175,1.8175,7.27,0.3635,0.54525,1.8175,
39328,Trusesti,0.8346,0.8346,2.782,2.782,11.128,0.5564,0.8346,2.782,
39391,Tudora,0.77685,0.77685,2.5895,2.5895,10.358,0.5179,0.77685,2.5895,
39417,Ungureni,1.00785,1.00785,3.3595,3.3595,13.438,0.6719,1.00785,3.3595,
39532,Unteni,0.4314,0.4314,1.438,1.438,5.752,0.2876,0.4314,1.438,
39612,Vaculesti,0.30795,0.30795,1.0265,1.0265,4.106,0.2053,0.30795,1.0265,
39658,Viisoara,0.30075,0.30075,1.0025,1.0025,4.01,0.2005,0.30075,1.0025,
39694,Varfu Campului,0.51645,0.51645,1.7215,1.7215,6.886,0.3443,0.51645,1.7215,
39738,Vladeni,0.7476,0.7476,2.492,2.492,9.968,0.4984,0.7476,2.492,
39792,Vlasinesti,0.44865,0.44865,1.4955,1.4955,5.982,0.2991,0.44865,1.4955,
